# Query Description
# Type of request:                 Extract data from a table
# Name of the selected table:      meandata
# Restrict with the SQL clause:    mod0 IS NOT NULL AND vgsr IS NOT NULL
# Display the fields:              objname, mod0, vgsr
# Order by:                        mod0
# Description of each column
# objname: ------------- <NA>
#  mod0: --------------- <NA>
#  vgsr: --------------- <NA>
#-------,-----,-----
objname, mod0, vgsr
NGC4378,33.43,2478.3
UGC11371,33.434,3944.9
NGC3155,33.434,3070.4
ESO437-004,33.435,3094.4
PGC001288,33.437,3788.6
IC1151,33.439,2265
UGC12538,33.44,5102.1
NGC0470,33.44,2447.3
UGC03351,33.44,4499.9
UGC01493,33.441,4274.1
UGC07153,33.444,2713.8
UGC08282,33.445,2176.5
NGC2424,33.446,3339.7
NGC5218,33.45,2988.1
PGC100768,33.45,4340.9
ESO491-020,33.45,2672.5
PGC027776,33.451,3060.4
UGC00139,33.453,4051.1
UGC08899,33.454,2879.4
PGC2793297,33.454,4560.4
NGC3225,33.457,2200.4
UGC04395,33.46,2139.3
IC2588,33.46,3308.4
NGC0444,33.463,4982
NGC0708,33.463,4974.3
PGC083740,33.465,8259.9
ESO555-029,33.465,2725.2
UGC12561,33.466,3892.5
UGC10854,33.466,3014.2
NGC7796,33.467,3259.7
NGC3145,33.47,3471.6
PGC086290,33.47,3727.9
UGC00565,33.471,5800.3
UGC03375,33.48,5856.7
UGC03808,33.48,2332.1
ESO323-025,33.48,4051.7
PGC070927,33.48,3732
NGC2921,33.48,2758.8
UGC04970,33.481,2400.4
UGC03789,33.482,3385.4
IC0480,33.483,4561.4
ESO499-005,33.484,4088.4
UGC12914,33.49,4515.7
ESO373-021,33.49,2426
NGC5592,33.49,4240.3
UGC02159,33.491,5287.8
PGC016322,33.492,3753.5
NGC4017,33.5,3433.2
IC0416,33.5,3047.8
NGC5980,33.5,4163.9
NGC4979,33.503,6331.7
IC1251,33.507,1360.6
NGC2756,33.51,4025
NGC5337,33.51,2204.2
PGC043340,33.51,2961
UGC06104,33.515,2867.3
PGC027810,33.521,2521.6
NGC0769,33.525,4537.9
UGC11132,33.526,3035.5
PGC083754,33.526,7565.9
ESO126-003,33.53,2699.1
NGC2706,33.53,1467.7
ESO501-078,33.53,4238.4
ESO378-011,33.53,3030
ESO136-024,33.53,4384.8
UGC03108,33.531,4029.4
UGC02655,33.536,6296.8
UGC03845,33.536,3060.8
UGC12307,33.54,2975.7
NGC1699,33.54,3844
ESO383-005,33.542,3465.1
UGC04640,33.545,3146
UGC05218,33.55,2965.1
PGC1210567,33.55,6057.5
NGC0023,33.552,4729.4
PGC045023,33.553,7430.2
ESO447-023,33.554,3681.1
NGC3835,33.556,2534.9
PGC577429,33.56,1783
UGC11973,33.56,4438.2
ESO560-013,33.56,3041.4
UGC11289,33.56,4177.8
IC4837A,33.56,2790.4
IC1129,33.56,6712.2
UGC04867,33.562,2489.7
IC1029,33.563,2502.2
NGC5981,33.571,2691.6
NGC7014,33.571,4743.4
IC2327,33.572,2538.1
ESO012-010,33.574,1786.4
NGC7634,33.58,3234.7
ESO408-012,33.58,2974.4
UGC11433,33.58,4653.9
UGC12504,33.58,2634.9
IC4296,33.581,3641.6
IC2461,33.588,2239.7
ESO437-034,33.592,3561.4
UGC11838,33.593,3691.5
PGC2793261,33.596,4637.3
ESO580-049,33.596,3919
NGC7619,33.597,3912.2
UGC00714,33.599,4786.1
NGC2619,33.61,3417.6
PGC2793306,33.611,3941.6
UGC03717,33.612,4313.9
NGC6484,33.614,3283.8
PGC090553,33.62,2666.4
IC0499,33.62,2110.1
NGC5145,33.62,1300.2
UGC03955,33.62,4985.6
NGC0496,33.626,6151.2
PGC066592,33.626,4226.2
ESO383-088,33.627,4105.9
ESO501-001,33.631,3602.7
UGC03237,33.633,4115.5
UGC11595,33.639,4174.7
UGC03028,33.64,5526.7
NGC5376,33.64,2198.5
ESO269-028,33.64,3101.7
ESO137-010,33.641,3283.4
NGC7593,33.647,4264.6
NGC6962,33.65,4358.3
UGC04381,33.651,4461.8
NGC5900,33.653,2619.7
ESO380-023,33.657,2567.6
UGC03379,33.66,4232.9
PGC090844,33.66,4617.8
NGC3309,33.66,3885.5
UGC07223,33.661,2020.4
NGC5440,33.667,3761
UGC00542,33.667,4663.2
UGC07848,33.673,2613.3
PGC083682,33.682,7157.1
PGC045190,33.689,5522.3
UGC12321,33.69,2331.2
IC5084,33.69,3051
UGC00562,33.69,5622.6
NGC7631,33.691,3903.6
NGC6674,33.695,3619.4
UGC00679,33.698,5259.3
NGC7046,33.7,4326.4
UGC11188,33.7,5454.5
UGC12234,33.7,6516.9
ESO340-038,33.702,5535.7
UGC11551,33.704,5048.9
ESO566-014,33.706,4476.7
PGC016118,33.708,4368.3
UGC11568,33.71,4412.3
UGC02511,33.71,3953.9
UGC02988,33.71,3840.5
ESO437-054,33.71,3260.9
UGC09556,33.71,2462.2
UGC12123,33.717,4281.4
NGC7591,33.719,5100.8
UGC08166,33.72,2897
UGC00272,33.723,3988.3
UGC00312,33.727,4477
NGC5985,33.73,2682.5
NGC3001,33.73,2248.6
UGC03110,33.731,4631.6
UGC03114,33.732,3854.8
NGC4672,33.734,3113.1
NGC0721,33.736,5736.9
NGC0812,33.736,5308
PGC023420,33.738,4065.7
PGC023347,33.738,4765.7
PGC091742,33.74,2804.6
UGC00196,33.74,5334.4
NGC0841,33.741,4669.3
ESO501-022,33.75,2694.9
PGC575633,33.75,3128.6
ESO387-026,33.752,4284.7
NGC0668,33.752,4638.5
UGC12173,33.755,4991.1
IC3021,33.755,2470.7
ESO466-036,33.756,2417.5
UGC00732,33.758,5591.2
NGC7311,33.76,4678.3
UGC02194,33.76,5600.1
PGC011782,33.76,3078
UGC05378,33.762,4024
NGC4165,33.765,1811.9
NGC0801,33.766,5895.8
UGC00987,33.769,4797.8
PGC097136,33.77,3394.9
NGC5975,33.77,4479.9
NGC2726,33.771,1616.6
NGC2565,33.777,3502.8
NGC3646,33.778,4190.8
NGC4259,33.78,2393.3
UGC11001,33.78,4363.2
UGC01319,33.78,5452.4
UGC02956,33.781,4593.4
IC4919,33.782,4209.8
PGC044581,33.783,6496.4
ESO385-008,33.783,3630.3
ESO281-038,33.783,4938.8
UGC04299,33.787,4219.2
UGC01178,33.788,5641.2
UGC11254,33.793,5182.4
UGC12501,33.799,3947
ESO437-072,33.8,3131.3
ESO269-052,33.8,3040.1
NGC7241,33.802,1642
NGC0214,33.802,4687.7
NGC3839,33.803,5833.9
IC4830,33.803,4380.8
NGC7461,33.804,4410.7
UGC04324,33.805,4731.7
NGC4224,33.807,2510.4
PGC044416,33.807,7627.4
UGC05129,33.81,3990.5
NGC5184,33.81,3920.2
PGC044592,33.812,8013
ESO437-031,33.815,3676.3
UGC04399,33.818,4404.9
UGC03089,33.82,4591.6
PGC021028,33.82,2321.2
UGC03584,33.82,4397.2
ESO425-011,33.82,3024.5
UGC06774,33.823,2502
NGC0818,33.827,4376.9
IC3483,33.828,78.3
UGC11344,33.831,4025.2
ESO501-011,33.839,3566.4
NGC0048,33.84,1971.7
ESO501-086,33.844,3530.8
NGC2998,33.846,4782.1
UGC03879,33.849,4770.6
PGC064812,33.85,5730.9
UGC03921,33.85,2601.1
PGC086266,33.85,4703.1
UGC03205,33.85,3607.2
UGC01033,33.85,4178.7
PGC083665,33.851,8121.5
PGC029466,33.857,2656
PGC166758,33.86,4566.2
UGC03919,33.86,4958
NGC4679,33.861,4478.9
NGC6411,33.861,3947.2
UGC01867,33.865,5329.7
IC2199,33.867,4633.7
NGC2258,33.871,4190
NGC2894,33.871,2015.4
PGC083758,33.875,7103.6
PGC044784,33.876,5476.8
NGC5656,33.877,3232.8
UGC04257,33.877,4103.1
UGC03575,33.88,4008.3
PGC021831,33.88,4677.3
NGC0105,33.882,5303.8
NGC0688,33.883,4283.5
NGC2512,33.885,4634.3
UGC01581,33.89,4542
ESO501-041,33.89,3349
UGC11603,33.89,5422.8
NGC1819,33.895,4398.4
UGC03432,33.897,5076
IC4758,33.898,4386.7
ESO501-068,33.902,2877.6
PGC083696,33.905,6424.9
UGC03373,33.907,4904.7
UGC02171,33.908,4661.5
PGC2793348,33.909,6132.7
NGC1558,33.91,4371.5
UGC03151,33.913,4579.8
NGC0536,33.916,5335.7
PGC023574,33.92,4525.7
PGC2793332,33.929,5428.8
NGC2389,33.93,3920.5
PGC090023,33.93,4216.1
PGC044667,33.931,8403.4
PGC083753,33.935,6915.2
ESO381-051,33.937,4845.5
UGC01988,33.939,5902.9
NGC0783,33.941,5315.2
PGC003466,33.942,4881.6
UGC11498,33.95,3429.5
UGC11918,33.95,4301.4
ESO564-031,33.954,4950.8
ESO563-017,33.956,3251.4
ESO234-069,33.959,4340.5
PGC2793338,33.96,4803.8
UGC00485,33.96,5405.6
UGC03675,33.963,3919.2
ESO444-086,33.966,3908
UGC11599,33.97,4635.2
IC0277,33.97,2855.6
NGC2410,33.97,4648.6
PGC090801,33.97,3863.3
ESO282-018,33.972,5584.5
PGC009800,33.973,4757.4
UGC02201,33.976,4232.1
NGC6928,33.976,4895
PGC044652,33.986,6919.2
UGC12650,33.987,5271
NGC7003,33.988,5505.4
UGC03423,33.99,4416.9
UGC09279,33.99,4163.5
UGC00841,33.992,5720.8
NGC0973,33.994,4958.3
UGC03253,33.995,4285.4
UGC11182,34,4495.3
PGC091630,34,5484.7
ESO329-007,34,4523.3
PGC2793313,34.001,4724.4
NGC2393,34.004,4861.1
IC4567,34.005,5866.5
PGC026411,34.01,3258
NGC5304,34.01,3649.6
PGC083757,34.013,8243.6
PGC2793273,34.016,5404.9
UGC11194,34.019,4916.5
NGC5698,34.019,3734.2
UGC11895,34.019,4938.4
UGC02798,34.021,5033.2
UGC11198,34.026,4689.3
PGC2793310,34.027,6133
PGC166472,34.03,4441.1
UGC07133,34.03,2533.6
PGC061289,34.031,4824.6
NGC2590,34.033,4840.1
NGC4708,34.033,4010.4
ESO437-018,34.034,3159
NGC1233,34.036,4489
UGC11656,34.037,4766.2
PGC3077814,34.037,5270.1
NGC0582,34.037,4490.5
PGC018467,34.04,4386
UGC11967,34.04,5248.5
UGC11994,34.04,5095.2
UGC03979,34.042,4162.9
NGC0551,34.043,5339.7
NGC0820,34.046,4499.6
PGC083750,34.05,8210.5
ESO325-055,34.05,3896.8
UGC03422,34.05,4184.7
UGC03078,34.051,5462.3
ESO552-052,34.055,4452.9
UGC11394,34.06,4432.3
IC5104,34.063,5162.9
PGC063832,34.068,4987.4
UGC02035,34.069,5207.8
UGC12388,34.07,4749
UGC03784,34.07,2540.7
PGC036683,34.071,6979.1
UGC03066,34.071,4595.4
NGC3987,34.073,4345.9
PGC023146,34.073,4193.3
NGC6906,34.079,5026.6
ESO437-019,34.082,4160
PGC044815,34.089,6613.3
PGC166785,34.09,4842.8
NGC0494,34.09,5525.7
ESO397-018,34.095,5431.7
UGC02906,34.099,2646.2
UGC03329,34.1,5206.3
UGC09345,34.1,2305.1
PGC027054,34.1,4167.8
UGC00575,34.101,4814.1
NGC4786,34.107,4528.6
ESO436-039,34.109,3278.5
UGC03186,34.11,4513.2
UGC11060,34.115,4842.8
IC2219,34.118,5166.1
ESO314-005,34.12,4583.1
ESO576-005,34.12,2633.7
PGC090815,34.12,2425.6
ESO437-022,34.121,4180.4
NGC0452,34.124,5108.9
PGC2793272,34.126,4225.1
PGC083667,34.128,6932.7
UGC00809,34.13,4355.5
UGC11350,34.13,4887
UGC03296,34.13,4188.8
NGC6930,34.131,4762.7
UGC06862,34.132,2658.1
PGC091814,34.134,7349.2
NGC3463,34.135,3763.4
UGC01998,34.138,6352
UGC00646,34.14,5439.4
ESO436-038,34.14,2546.5
ESO514-022,34.144,4388.5
UGC11142,34.145,4690
UGC03731,34.15,4863.5
PGC047514,34.15,4121.7
UGC03122,34.15,4639.2
IC3913,34.153,7515.1
NGC2049,34.154,2813.1
NGC3285,34.154,3183.1
UGC02920,34.155,4218.8
PGC006966,34.157,5039.2
PGC083742,34.159,7883
PGC1059326,34.16,2701.8
NGC0759,34.163,4779.3
UGC01980,34.167,4883.1
UGC01459,34.169,5601.5
NGC1260,34.169,5855.3
NGC6651,34.17,5961.6
UGC03172,34.17,4685.5
PGC2793329,34.174,3370.3
ESO339-008,34.175,5683.6
PGC3080012,34.175,4939.9
IC0522,34.18,5125.6
2MASXJ09591870-1928233,34.18,3438.9
PGC025563,34.18,3585.1
NGC6702,34.181,4940.7
UGC04195,34.181,4982
UGC04060,34.186,4570
UGC03406,34.19,5316.4
UGC01726,34.19,5388.7
UGC01087,34.193,4582
UGC06586,34.194,3900
UGC03143,34.194,4693.8
PGC142820,34.195,5013.5
NGC4284,34.197,4294.4
NGC0495,34.197,4249.6
NGC0673,34.198,5261.5
UGC04386,34.198,4550.4
UGC03207,34.2,4494.3
NGC1259,34.2,5933.9
PGC906205,34.2,4593.3
NGC5004A,34.205,7288.8
UGC10058,34.21,2255.7
UGC03148,34.21,4698.2
UGC12693,34.214,5148.4
PGC2793326,34.214,5307.1
NGC7253,34.215,4930.1
UGC00052,34.215,5385.6
PGC036371,34.216,6273.1
UGC03319,34.221,4343.6
UGC03283,34.222,4412
UGC03167,34.224,4857.4
UGC11041,34.225,5048
PGC043278,34.23,6901.8
PGC090776,34.23,3251.4
UGC03214,34.233,4829
PGC083715,34.235,6987.8
PGC037040,34.239,7640.9
PGC045032,34.239,8224.4
ESO439-020,34.24,3913.2
ESO501-088,34.24,3688.5
UGC11738,34.24,4424
PGC056437,34.24,4830.3
NGC4495,34.248,4567.6
NGC0382,34.25,5375
UGC00501,34.25,5242
NGC7469,34.252,5072.3
SDSSJ010934.78+004215.9,34.258,60030.1
PGC074050,34.26,4893.7
UGC11723,34.26,5045.2
UGC11816,34.261,4900.1
NGC7112,34.264,6035.7
UGC11635,34.269,4996.4
PGC083716,34.27,7194.5
PGC018109,34.27,5853.7
UGC01054,34.27,2806.5
UGC11050,34.273,5049.6
UGC01160,34.277,5581.7
UGC03092,34.278,4931.9
ESO514-014,34.279,3635.7
ESO501-082,34.279,4323.3
PGC044576,34.286,6072.8
UGC11961,34.287,4384.1
UGC00549,34.29,6222.6
UGC00509,34.295,5293.7
PGC043319,34.297,3750.6
UGC11301,34.3,4674.6
ESO437-025,34.3,3195
PGC165788,34.3,5289.5
UGC11527,34.306,5636.7
IC0126,34.306,5954.1
NGC5104,34.307,5500.2
ESO443-041,34.31,4721.9
PGC040831,34.315,1773.9
NGC0523,34.319,4906.6
UGC01470,34.32,5287.8
NGC6901,34.32,4958.7
UGC03332,34.32,5767
UGC00054,34.32,4441.3
PGC083688,34.327,8182.5
NGC6627,34.327,5433.8
PGC091777,34.33,5285.2
UGC11537,34.331,5560.1
NGC3663,34.332,4864.6
IC1610,34.337,5655.3
UGC01066,34.339,5209.4
PGC092378,34.34,5757.5
NGC0748,34.34,5337.7
NGC0914,34.34,5664.1
ESO396-007,34.341,5862.3
PGC2793293,34.348,4478.2
NGC2595,34.349,4245.2
UGC04424,34.35,4337.3
PGC014370,34.35,4660.1
UGC03218,34.351,5339.7
PGC2793304,34.353,5175.2
UGC12165,34.359,6744
UGC06679,34.36,5193.2
PGC018813,34.36,5416.4
PGC090453,34.362,5133.1
PGC083671,34.363,6567.4
ESO376-023,34.363,4547
UGC00556,34.363,4790.1
ESO445-015,34.364,4248.3
PGC2793266,34.366,5429.4
UGC11320,34.368,3998
PGC166559,34.37,4602
UGC02730,34.37,3863.3
UGC03627,34.371,6329.9
NGC2713,34.375,3753
PGC077827,34.38,2980.6
NGC1797,34.38,4356.1
ESO436-034,34.386,3416.4
NGC7131,34.388,5526.7
ESO445-085,34.389,4161.8
ESO515-010,34.39,5694.2
UGC04754,34.39,5458.7
IC0304,34.391,5049.3
PGC044805,34.393,7932.8
UGC08317,34.395,6068.3
NGC0634,34.399,5073.8
PGC090653,34.4,6857.6
PGC064534,34.4,5778
NGC3131,34.4,5015.1
UGC01366,34.402,5247.4
PGC011350,34.407,8419.4
UGC01650,34.41,4716.8
UGC11677,34.41,5160.3
NGC7780,34.414,5359.5
PGC044848,34.418,7653.7
PGC010948,34.42,6465
NGC3873,34.421,5332.9
UGC11552,34.421,4709.1
PGC036330,34.429,7755.9
UGC06686,34.43,6476.2
NGC2772,34.43,3214
UGC02404,34.433,4989.6
NGC0252,34.435,5091.5
NGC5490,34.437,4877.6
ESO461-006,34.44,5986
IC0219,34.44,5042.4
ESO398-029,34.44,5686.5
UGC02708,34.44,5428.7
PGC024189,34.44,5715.4
UGC03420,34.44,5244.3
PGC083746,34.446,5900.3
ESO567-006,34.447,3524.3
IC2207,34.448,4773.2
UGC11799,34.45,5570.3
NGC0958,34.453,5745.6
NGC0029,34.455,4948.7
NGC1275,34.456,5365.1
UGC00511,34.456,4759.1
UGC03611,34.458,4924.9
PGC023757,34.458,6371.3
PGC091621,34.46,6708.1
UGC11862,34.46,6064.5
UGC00748,34.46,5008.6
NGC0338,34.461,4930.9
PGC023338,34.461,4949.7
ESO459-006,34.468,5775.6
PGC025794,34.469,5040.4
PGC029306,34.47,7088.5
PGC063540,34.471,6094.3
UGC11097,34.473,4771.1
UGC02915,34.475,5360.4
UGC04400,34.477,4294.5
UGC00536,34.478,5011.5
ESO576-001,34.48,2756.3
ESO384-043,34.48,4283.7
NGC2320,34.483,5948.5
IC4210,34.484,6384.7
NGC6792,34.484,4863.1
UGC08294,34.485,6132.1
PGC155511,34.49,3673.3
NGC0799,34.502,5863.7
ESO568-012,34.505,5499.6
PGC3078024,34.505,3908.2
NGC4675,34.505,4874.8
UGC04468,34.51,7407
IC1441,34.51,5355.7
NGC5051,34.51,4277.6
PGC090803,34.521,5284.5
PGC083766,34.525,7620.6
PGC036349,34.528,5927.7
PGC046710,34.53,6746
UGC00825,34.53,5511.6
PGC090771,34.53,6538.5
PGC091787,34.53,5416.5
ESO564-012,34.53,3345.7
NGC3951,34.532,6422.1
UGC04247,34.534,2742
NGC3435,34.535,5255
UGC02801,34.537,6105.7
NGC3332,34.538,5722.9
UGC08229,34.54,6013
UGC01316,34.552,4823.3
UGC00557,34.554,4653.7
IC0530,34.56,4845
IC0066,34.56,4992.1
UGC03489,34.56,5398.2
PGC090811,34.56,4136.9
ESO137-006,34.562,5327.7
IC4026,34.573,8190.4
UGC04132,34.574,5161.7
PGC021697,34.58,5245.1
ESO451-008,34.58,4635
PGC007957,34.584,4542.4
PGC044723,34.586,7519.6
PGC004222,34.59,5724.9
IC0582,34.59,7542.4
ESO460-031,34.592,5852.1
NGC3947,34.599,6161
PGC2793294,34.599,5720.1
PGC044821,34.599,8581
NGC0232,34.6,6693.6
UGC03326,34.604,4251.5
PGC044699,34.607,6586.4
PGC036132,34.608,6715.2
NGC5152,34.61,3765.7
ESO525-004,34.61,6146.8
UGC11706,34.61,4931.3
PGC2793300,34.61,4468.1
PGC2793347,34.611,3943.2
UGC02364,34.611,5450.8
UGC11021,34.612,5367.3
ESO352-057,34.614,5638.6
NGC3270,34.614,6194.1
UGC06891,34.617,6709.1
UGC00909,34.619,5235
UGC09530,34.62,8597.5
UGC01257,34.621,4798.8
UGC08244,34.623,7115.6
PGC090564,34.624,5929.2
NGC4919,34.626,7314.5
UGC09303,34.63,4359.4
PGC2793323,34.63,4703.7
NGC6172,34.638,5074.6
PGC044662,34.646,8104.8
ESO526-011,34.648,5916.5
PGC044367,34.649,7242.7
UGC02868,34.652,5495.4
UGC00628,34.66,5573.9
UGC03561,34.662,5714
UGC04446,34.666,5930.2
NGC4896,34.668,5971.3
UGC08004,34.669,6204.7
PGC044616,34.681,6932.1
UGC03725,34.683,6212
PGC090695,34.684,6393.5
IC3963,34.696,6839.7
UGC00764,34.696,4892.7
PGC003184,34.696,6949.8
NGC7264,34.704,4495.1
PGC008778,34.706,6174
NGC4883,34.708,8165.2
NGC0911,34.709,5895.9
PGC019325,34.71,5834.7
ESO563-021,34.711,4375.8
PGC083760,34.714,5751.5
PGC035622,34.718,6070
PGC091705,34.72,5577.1
PGC053805,34.72,14906.5
NGC0809,34.722,5347.9
NGC0825,34.723,3446
UGC12320,34.728,6825.1
NGC2347,34.729,4519
NGC4712,34.73,4383.7
UGC04565,34.73,3931.4
UGC03365,34.73,5266.4
UGC11455,34.731,5601.7
IC3998,34.734,9433.5
UGC02829,34.74,6001.7
UGC10858,34.743,5637.5
PGC2793324,34.745,6133.6
UGC11584,34.752,5511.3
ESO300-009,34.756,5959.6
NGC4876,34.758,6714.6
PGC035978,34.765,6817.3
UGC12814,34.766,5995.8
UGC11946,34.767,5757.7
UGC06583,34.769,6173.5
NGC6662,34.77,5515.2
PGC003285,34.775,6822.4
IC1844,34.776,6825.6
UGC03576,34.776,6009.3
PGC090927,34.78,4418.3
PGC091731,34.78,7474.7
ESO317-041,34.78,5648.9
PGC020830,34.781,5031.8
PGC079913,34.79,6483.1
NGC4895,34.794,8542.6
UGC01685,34.794,6298
ESO445-081,34.796,4238.2
NGC7047,34.796,5939.8
UGC00633,34.797,5729.8
PGC090737,34.8,4271.7
UGC07955,34.802,6758.4
PGC044351,34.809,6064.7
PGC027509,34.813,6456.7
PGC044594,34.813,6682.6
UGC11328,34.816,5861.7
IC5119,34.819,5509
UGC06332,34.82,6167.1
ESO564-033,34.82,4964.6
NGC0477,34.82,6017.5
PGC083747,34.83,7791.9
PGC091643,34.83,5105.6
ESO562-018,34.83,4523.6
UGC12355,34.831,7910.2
NGC0512,34.844,5004
PGC044928,34.847,5817.2
PGC083720,34.847,7032.7
PGC044792,34.85,7658.8
PGC083762,34.854,8664.9
PGC091747,34.858,6805.9
PGC083733,34.864,6984.3
UGC04655,34.867,6060.6
PGC083719,34.868,5919
UGC03250,34.87,4643.7
NGC4926,34.871,7870.5
UGC01234,34.871,5798.4
PGC072139,34.872,6755.2
IC4011,34.877,7282.8
UGC08161,34.878,6665
UGC02415,34.879,7789.9
UGC11579,34.886,6028.7
PGC023374,34.887,4144.3
PGC044159,34.889,7308.7
PGC064373,34.89,5698.3
NGC4921,34.9,5484.1
PGC097187,34.9,5100.5
PGC091586,34.9,6430.2
PGC090783,34.9,6417.3
PGC037463,34.901,6296.2
IC3943,34.906,6819
IC4012,34.907,7251.8
PGC036856,34.908,6771.1
ESO497-018,34.915,4904
IC4021,34.918,5747.7
PGC023709,34.926,5209.2
ESO319-016,34.931,2682.4
NGC0191,34.935,6135.4
UGC03770,34.936,6316.6
PGC065506,34.94,6153
IC4045,34.942,6982.9
NGC4842,34.944,7322.5
UGC11839,34.945,6163.5
PGC044975,34.948,7592.1
NGC4619,34.949,6951.9
UGC11377,34.95,7664.2
NGC4874,34.952,7182
NGC3861,34.952,5019.5
NGC2623,34.952,5431.3
NGC7407,34.953,6634.3
NGC4493,34.954,6830.1
NGC3697,34.957,6209.3
ESO445-066,34.958,7133.7
IC3955,34.959,7681
PGC090751,34.96,4406.1
UGC11317,34.96,6776.8
UGC04113,34.96,5230.7
PGC214810,34.962,7952
PGC2793309,34.97,5229.2
UGC00673,34.976,6399.7
PGC044740,34.978,6152.3
UGC05234,34.981,5916.1
PGC083727,34.982,7020.8
PGC044629,34.984,7600.4
PGC086633,34.99,3695.6
PGC083759,34.992,7292
IC0842,34.995,7291.9
ESO516-008,34.997,7096.3
PGC1808334,35,9760.6
UGC10780,35,6851.2
NGC4923,35,5478.3
UGC07890,35.006,7518.4
UGC11334,35.01,4773.3
UGC02454,35.015,7643.7
PGC065022,35.018,5934.4
UGC00040,35.02,7688.6
PGC044268,35.02,7461.1
PGC083703,35.021,7318.1
UGC06363,35.026,6265.5
NGC4840,35.028,6046.1
NGC6575,35.029,7072.4
UGC00014,35.03,7425.5
PGC090592,35.03,7794.3
NGC3327,35.032,6249.9
PGC083729,35.038,6023.3
PGC017475,35.039,6910.3
PGC091661,35.04,5805.4
PGC044440,35.043,5463.8
UGC11064,35.046,7221.7
UGC05713,35.047,6253.3
PGC059808,35.05,8275.2
PGC090766,35.05,5430.3
UGC07877,35.05,5908
NGC1762,35.051,4675.5
UGC08025,35.052,6331.8
UGC02444,35.053,6718.5
NGC4884,35.056,6460.4
IC0807,35.06,10819.5
IC3947,35.062,5666.1
PGC072169,35.064,7611.8
UGC02405,35.066,7714.9
PGC1809186,35.066,9386.2
PGC053750,35.066,6362.3
PGC043840,35.07,7965.4
NGC3905,35.072,5625
IC3960,35.075,6587
PGC068872,35.077,7752.2
PGC044704,35.078,6191.6
UGC11833,35.08,5447.8
UGC03484,35.08,7499.9
PGC039401,35.08,6861.8
UGC11758,35.08,8804.6
PGC083702,35.082,6960.1
NGC4906,35.087,7513.9
PGC044763,35.089,7018.2
UGC12721,35.089,7786.1
PGC048783,35.091,7179.8
ESO383-032,35.095,7067.2
UGC07978,35.095,8095.3
UGC03783,35.1,6125.5
UGC02540,35.1,4025.3
PGC044573,35.102,9477.1
ESO426-008,35.107,6865.6
PGC028061,35.11,9907
UGC08162,35.11,7167.1
PGC044467,35.113,7160.2
UGC09758,35.114,6585.7
ESO446-051,35.117,7116.6
ESO573-014,35.118,6700.9
NGC7761,35.119,7257.9
NGC5772,35.12,4983.2
PGC069284,35.129,7286
NGC2930,35.13,7305.1
ESO593-003,35.131,8293.3
PGC090817,35.14,5587.7
UGC12204,35.14,6940.4
PGC072734,35.14,5942.5
NGC6323,35.147,7985
PGC031552,35.148,6839.2
PGC090806,35.15,6031.2
UGC03634,35.153,7800.1
PGC072115,35.155,9576.1
PGC094012,35.16,8385.5
PGC083664,35.161,6891.1
ESO508-067,35.166,7428.8
PGC083681,35.167,7255.4
NGC5246,35.168,6885.1
UGC04322,35.17,7446.8
NGC4875,35.178,8022.4
UGC10738,35.179,6820.7
PGC090548,35.18,6209.6
IC2348,35.183,5889.4
PGC044547,35.185,6417.8
PGC033043,35.187,6684.7
PGC2793305,35.19,4930.2
PGC052882,35.19,12574.7
NGC4860,35.192,7994.1
UGC02375,35.194,7623
PGC083764,35.194,5983
UGC11260,35.2,6384.7
UGC03757,35.203,5572.4
NGC4839,35.208,7349.8
NGC4704,35.208,8200.4
UGC01993,35.21,8143.1
UGC09401,35.21,5679.2
NGC5671,35.21,9137.7
PGC090775,35.212,7285.9
PGC022401,35.212,7343.1
PGC044562,35.214,5751.3
ESO564-023,35.218,7530.6
UGC08472,35.223,6554.4
IC3959,35.228,7042.6
PGC083734,35.229,6268.3
UGC11275,35.231,5655.2
PGC064024,35.231,7300.5
PGC044809,35.231,8436.8
PGC044679,35.237,7579.5
PGC044390,35.238,7140.5
PGC044596,35.239,6044.7
PGC014780,35.24,8822.2
PGC044675,35.242,7720.9
PGC083752,35.245,8126.4
PGC044897,35.248,7658.3
NSFJ235412.09+272432.3,35.25,7372.7
NGC0497,35.255,8193.1
UGC12249,35.26,7750.1
NGC5185,35.26,7366.4
UGC08328,35.268,6504.1
NGC4059,35.269,7130.8
NGC6365,35.27,8216.1
PGC025005,35.275,7484
NGC6695,35.28,5702.9
UGC07016,35.28,7219.5
PGC085610,35.28,8187.5
UGC11647,35.287,8202.9
NGC4520,35.287,7526
PGC083755,35.29,7619.1
NGC4824,35.294,7103.1
UGC11941,35.296,7063.6
UGC12410,35.296,7284.2
PGC072438,35.301,9477.7
PGC2172338,35.302,8073.5
UGC12252,35.309,7318.5
UGC06837,35.313,5919.4
UGC03595,35.316,7972.9
UGC12133,35.317,7586.6
NGC4055,35.321,7290.8
UGC07357,35.322,6658.3
UGC11768,35.324,6809.5
UGC04614,35.33,7534.8
PGC029953,35.332,7367.3
UGC11725,35.336,6433.3
VV169,35.34,9131.3
UGC06609,35.342,7661.7
ESO471-027,35.346,8837.8
IC5145,35.35,7562.3
IC3690,35.35,7539.7
NGC6986,35.355,8632.7
PGC036779,35.364,6108.5
PGC061808,35.37,8275.2
IC1601,35.37,3746.4
ESO446-023,35.374,6822.6
